FROM_BRANCH,LORRY_ROUTE_FROM,FROM_LAT,FROM_LONG,TO_BRANCH,LORRY_ROUTE_TO,TO_LAT,TO_LONG,COUNT(*)
PUZHAL CHENNAI-TAMILNADU,1002,13.156826,80.222013,PUZHAL CHENNAI-TAMILNADU,503,12.8178324,77.6698024,1
HAPUR U P,1363,28.722645,77.734033,HAPUR U P,3301,29.01588,79.4086,2
AGRA-UTTAR PRADESH,2202,27.217,77.9455,AGRA-UTTAR PRADESH,1306,28.677483,77.1419,1
CUTTACK-ORRISA,4107,20.5333,85.9527,CUTTACK-ORRISA,811,26.6561622,88.4594269,2
CHERLAPALLY-TELANGANA,1611,17.459,78.5992,CHERLAPALLY-TELANGANA,802,26.1106477,91.7305034,6
NAGPUR WADI,2501,21.133502,78.8936551,NAGPUR WADI,506,15.8523557,74.5354957,2
RAJKOT-GUJARAT,2902,22.3265,70.8541,RAJKOT-GUJARAT,4001,30.28199,77.98948,3
KUNDLI BORDER SONIPAT-HARYANA,1309,28.862816,77.123806,KUNDLI BORDER SONIPAT-HARYANA,2213,27.8224399,77.4235528,2
KUNDLI BORDER SONIPAT-HARYANA,1309,28.862816,77.123806,KUNDLI BORDER SONIPAT-HARYANA,511,13.2444,77.229,2
OKHLA-DELHI,1301,28.5283,77.2786,OKHLA-DELHI,1801,26.779122,80.897926,1
M M NAGAR CHENNAI-TAMILNADU,1007,12.7853427,80.0395548,M M NAGAR CHENNAI-TAMILNADU,2803,18.803941,74.311907,1
BANGLORE HUB-KARNATAKA,511,13.2444,77.229,BANGLORE HUB-KARNATAKA,1318,28.4875,77.063,1
CHATTRAL-GUJARAT,317,23.2898,72.4389,CHATTRAL-GUJARAT,1701,26.865057,75.680062,1
PUZHAL CHENNAI-TAMILNADU,1002,13.156826,80.222013,PUZHAL CHENNAI-TAMILNADU,808,22.5741742,88.3365316,1
PATNA - BIHAR,4002,25.5784288,85.2193768,PATNA - BIHAR,2502,21.2570484,81.5552005,2
VAPI-GUJARAT,1202,20.324471,72.904855,VAPI-GUJARAT,3507,24.5203,81.2427,5
INDORE APT,3516,22.7264879,75.8191623,INDORE APT,1303,28.5323,77.1102,11
SITARGANJ-UTTRAKHAND,3304,28.9878,79.6968,SITARGANJ-UTTRAKHAND,1103,30.9570241,76.8249571,14
DADRI-UTTAR PRADESH,1352,28.5432697,77.5631391,DADRI-UTTAR PRADESH,4101,20.3096,85.8602,1
CHAKAN - PUNE - MAHARASTRA,2802,18.7004018,73.8489416,CHAKAN - PUNE - MAHARASTRA,1319,28.4875,77.063,1
CHERLAPALLY-TELANGANA,1611,17.459,78.5992,CHERLAPALLY-TELANGANA,1609,16.506,80.7025,6
CHAKAN - PUNE - MAHARASTRA,2802,18.7004018,73.8489416,CHAKAN - PUNE - MAHARASTRA,1012,13.0393,80.0548,1
PHAGWARA-PUNJAB,1908,31.212524,75.771155,PHAGWARA-PUNJAB,1303,28.5323,77.1102,8
KOSI KALAN U P,2213,27.8224399,77.4235528,KOSI KALAN U P,1338,28.201997,77.320682,1
SAKINAKA MUMBAI-MAHARASTRA,2110,19.096,72.888,SAKINAKA MUMBAI-MAHARASTRA,2502,21.2570484,81.5552005,1
MITROL PALWAL-HARYANA,1344,28.0463739,77.3416418,MITROL PALWAL-HARYANA,306,23.0612,70.1282,3
M M NAGAR CHENNAI-TAMILNADU,1007,12.7853427,80.0395548,M M NAGAR CHENNAI-TAMILNADU,1010,12.9939,80.1877,6
GANDHIDHAM-GUJARAT,306,23.0612,70.1282,GANDHIDHAM-GUJARAT,1203,20.2951,72.9909,1
RAJKOT-GUJARAT,2902,22.3265,70.8541,RAJKOT-GUJARAT,1002,13.156826,80.222013,1
BINOLA HUB-HARYANA,1328,28.3106646,76.8781538,BINOLA HUB-HARYANA,1721,27.8091,76.2424,1
BARODA-GUJARAT,601,22.3532,73.2346,BARODA-GUJARAT,801,22.519,88.3033,2
VELU-MAHARASTRA,2831,18.367,73.8532,VELU-MAHARASTRA,2802,18.7004018,73.8489416,1
CHAKAN - PUNE - MAHARASTRA,2802,18.7004018,73.8489416,CHAKAN - PUNE - MAHARASTRA,525,13.1314,77.9763,1
INDORE APT,3516,22.7264879,75.8191623,INDORE APT,803,22.6484768,88.4357884,1
BINOLA HUB-HARYANA,1328,28.3106646,76.8781538,BINOLA HUB-HARYANA,2803,18.803941,74.311907,1
KURKUMBH - PUNE - MAHARASTRA,2820,18.3979,74.5254,KURKUMBH - PUNE - MAHARASTRA,2856,18.737321,73.797702,2
NASIK-MAHARASTRA,2401,20.0052,73.7379,NASIK-MAHARASTRA,319,22.9731286,72.2752609,1
LAL TAPPER-UTTRAKHAND,4005,30.1303,78.1665,LAL TAPPER-UTTRAKHAND,1342,28.3782,76.8352,1
KOLKATA-WEST BANGAL,801,22.519,88.3033,KOLKATA-WEST BANGAL,838,22.5728,88.3571,2
MITROL PALWAL-HARYANA,1344,28.0463739,77.3416418,MITROL PALWAL-HARYANA,3010,28.0848576,76.5779613,1
DHULAGARH HUB KOLKATA-WEST BANGAL,809,22.5614951,88.1767703,DHULAGARH HUB KOLKATA-WEST BANGAL,1005,13.3931,80.1333,1
HARIHAR-KARNATAKA,515,14.5176,75.7874,HARIHAR-KARNATAKA,2112,19.0687,73.1369,1
RANCHI-JHARKHAND,3402,23.3068613,85.3985532,RANCHI-JHARKHAND,2108,19.0973,72.8456,1
SANAND  AHMEDABAD-GUJARAT,319,22.9731286,72.2752609,SANAND  AHMEDABAD-GUJARAT,802,26.1106477,91.7305034,2
MURTHAL-HARYANA,1349,29.0278,77.074,MURTHAL-HARYANA,1338,28.201997,77.320682,1
JASAI MUMBAI-MAHARASTRA,2122,18.9321187,73.017467,JASAI MUMBAI-MAHARASTRA,2502,21.2570484,81.5552005,1
UMERGAON-GUJARAT,316,20.1773,72.7745,UMERGAON-GUJARAT,2103,19.0973,72.8456,1
MAHALUNGE NEW WH TRANSSHIPMENT,2856,18.737321,73.797702,MAHALUNGE NEW WH TRANSSHIPMENT,2801,18.5738,73.959,1
BOMMANSANDRA-KARNATAKA,503,12.8178324,77.6698024,BOMMANSANDRA-KARNATAKA,1003,13.2316,80.1633,80
MUMBAI HUB-MAHARASTRA,2117,19.2924351,73.1082178,MUMBAI HUB-MAHARASTRA,3301,29.01588,79.4086,118
BIDADI KARNATAKA,529,12.8138869,77.4106902,BIDADI KARNATAKA,501,13.1464,77.6144,17
NELMANGLA-KARNATAKA,504,13.2431695,77.2304165,NELMANGLA-KARNATAKA,2802,18.7004018,73.8489416,10
ROORKEE UTTARANCHAL-UTTRAKHAND,4003,29.921192,77.829423,ROORKEE UTTARANCHAL-UTTRAKHAND,3501,22.8366327,75.9450594,10
KASHIPUR-UTTRAKHAND,3302,29.2104,79.0084,KASHIPUR-UTTRAKHAND,3302,29.2104,79.0084,24
HARIDWAR-UTTRAKHAND,2205,29.9652,78.076,HARIDWAR-UTTRAKHAND,1003,13.2316,80.1633,11
BAGHOLA-HUB HARYANA,1338,28.201997,77.320682,BAGHOLA-HUB HARYANA,1329,28.781486,77.137516,1
SANAND  AHMEDABAD-GUJARAT,319,22.9731286,72.2752609,SANAND  AHMEDABAD-GUJARAT,1308,28.4509963,77.3193081,6
SHOLAVARAM CHENNAI,1003,13.2316,80.1633,SHOLAVARAM CHENNAI,1003,13.2316,80.1633,36
BAGHOLA-HUB HARYANA,1338,28.201997,77.320682,BAGHOLA-HUB HARYANA,3507,24.5203,81.2427,6
SILIGURI-WEST BANGAL,811,26.6561622,88.4594269,SILIGURI-WEST BANGAL,820,27.1771194,88.5261371,32
DEWAS-MADHYA PRADESH,3508,22.9703,76.1229,DEWAS-MADHYA PRADESH,2802,18.7004018,73.8489416,26
CHENNAI SVCHATRAM-TAMILNADU,1001,12.8975285,79.883473,CHENNAI SVCHATRAM-TAMILNADU,2802,18.7004018,73.8489416,6
NAGPUR WADI,2501,21.133502,78.8936551,NAGPUR WADI,3507,24.5203,81.2427,13
SILIGURI-WEST BANGAL,811,26.6561622,88.4594269,SILIGURI-WEST BANGAL,811,26.6561622,88.4594269,23
KADUGUDI WHITEFIELD-KARNATAKA,512,12.9929563,77.7691074,KADUGUDI WHITEFIELD-KARNATAKA,801,22.519,88.3033,40
PUNE-CCP,2848,18.7074,73.7882,PUNE-CCP,526,29.0159,79.409,31
AMBALA HUB-HARYANA,103,30.23361,76.85074,AMBALA HUB-HARYANA,3502,23.1662722,77.5090901,1
ALIGARH-UTTAR PRADESH,1604,27.852,78.0771,ALIGARH-UTTAR PRADESH,3301,29.01588,79.4086,3
HALOL-GUJARAT,1603,22.5615,73.4569,HALOL-GUJARAT,1603,22.5615,73.4569,25
LUDHIANA-PUNJAB,1901,30.8772,75.9122,LUDHIANA-PUNJAB,3405,22.824269,86.268545,8
AGRA-UTTAR PRADESH,2202,27.217,77.9455,AGRA-UTTAR PRADESH,4002,25.5784288,85.2193768,2
RAIPUR,2502,21.2570484,81.5552005,RAIPUR,806,22.08,88.1372,2
SINNAR NASIK-MAHARASTRA,2403,19.885725,73.976382,SINNAR NASIK-MAHARASTRA,2816,18.6078,73.7238,3
RANJANGAON - PUNE - MAHARASTRA,2803,18.803941,74.311907,RANJANGAON - PUNE - MAHARASTRA,2601,22.6272376,75.581131,3
ANKLESHWAR-GUJARAT,401,21.6299448,73.0194181,ANKLESHWAR-GUJARAT,401,21.6299448,73.0194181,4
RANJANGAON - PUNE - MAHARASTRA,2803,18.803941,74.311907,RANJANGAON - PUNE - MAHARASTRA,301,22.8584141,72.3796371,5
BAGHOLA DELIVERY,1339,28.2022,77.3201,BAGHOLA DELIVERY,1344,28.0463739,77.3416418,1
BARODA-GUJARAT,601,22.3532,73.2346,BARODA-GUJARAT,525,13.1314,77.9763,17
SAMBALPUR ORRISHA-ORRISA,4105,21.4954,83.9664,SAMBALPUR ORRISHA-ORRISA,4106,22.2154644,84.811285,22
PUZHAL CHENNAI-TAMILNADU,1002,13.156826,80.222013,PUZHAL CHENNAI-TAMILNADU,2117,19.2924351,73.1082178,3
TALOJA MUMBAI-MAHARASTRA,2112,19.0687,73.1369,TALOJA MUMBAI-MAHARASTRA,2803,18.803941,74.311907,8
NAGLI POONA-DELHI,1329,28.781486,77.137516,NAGLI POONA-DELHI,402,21.1898949,72.8890235,1
BARAMATI - PUNE - MAHARASTRA,2810,18.2091,74.6086,BARAMATI - PUNE - MAHARASTRA,4001,30.28199,77.98948,1
MURTHAL-HARYANA,1349,29.0278,77.074,MURTHAL-HARYANA,1309,28.862816,77.123806,29
GHAZIABAD-UTTAR PRADESH,1315,28.6923,77.4409,GHAZIABAD-UTTAR PRADESH,1104,31.4966,75.8345,2
MITROL PALWAL-HARYANA,1344,28.0463739,77.3416418,MITROL PALWAL-HARYANA,811,26.6561622,88.4594269,2
CHENNAI SVCHATRAM-TAMILNADU,1001,12.8975285,79.883473,CHENNAI SVCHATRAM-TAMILNADU,2501,21.133502,78.8936551,1
RANJANGAON - PUNE - MAHARASTRA,2803,18.803941,74.311907,RANJANGAON - PUNE - MAHARASTRA,329,23.510668,72.125282,4
TATA - CCC CHENNAI,1035,13.2317,80.1632,TATA - CCC CHENNAI,301,22.8584141,72.3796371,1
RUDRAPUR-UTTRAKHAND,3301,29.01588,79.4086,RUDRAPUR-UTTRAKHAND,1308,28.4509963,77.3193081,1
BIDADI KARNATAKA,529,12.8138869,77.4106902,BIDADI KARNATAKA,801,22.519,88.3033,1
SANAND  AHMEDABAD-GUJARAT,319,22.9731286,72.2752609,SANAND  AHMEDABAD-GUJARAT,1601,17.6103329,78.5213145,6
RANJANGAON - PUNE - MAHARASTRA,2803,18.803941,74.311907,RANJANGAON - PUNE - MAHARASTRA,511,13.2444,77.229,3
ASLALI EXT COUNTER-GUJARAT,303,22.9071024,72.593536,ASLALI EXT COUNTER-GUJARAT,2105,19.2526392,73.0234069,2
HARIDWAR-UTTRAKHAND,2205,29.9652,78.076,HARIDWAR-UTTRAKHAND,1110,30.6596,76.8172,1
BOMMANSANDRA-KARNATAKA,503,12.8178324,77.6698024,BOMMANSANDRA-KARNATAKA,2205,29.9652,78.076,1
SULTANPUR HARYANA,1364,28.4546,76.8529,SULTANPUR HARYANA,2802,18.7004018,73.8489416,9
GORAKHPUR-UTTAR PRADESH,1806,26.7208,83.3306,GORAKHPUR-UTTAR PRADESH,1801,26.779122,80.897926,1
NEW DELHI STATION - DELHI,1365,28.3962,76.993,NEW DELHI STATION - DELHI,2501,21.133502,78.8936551,1
KOLKATA-WEST BANGAL,801,22.519,88.3033,KOLKATA-WEST BANGAL,504,13.2431695,77.2304165,2
CUTTACK-ORRISA,4107,20.5333,85.9527,CUTTACK-ORRISA,2117,19.2924351,73.1082178,1
SAMPLA ROHTAK-HARYANA,1357,28.7662,76.7802,SAMPLA ROHTAK-HARYANA,2802,18.7004018,73.8489416,3
BHUBNESHWAR-ODISHA,4101,20.3096,85.8602,BHUBNESHWAR-ODISHA,1802,15.29472,75.147747,1
KOLHAPUR-MAHARASTRA,3101,16.7575,74.2777,KOLHAPUR-MAHARASTRA,319,22.9731286,72.2752609,1
KADUGUDI WHITEFIELD-KARNATAKA,512,12.9929563,77.7691074,KADUGUDI WHITEFIELD-KARNATAKA,2110,19.096,72.888,3
KAPASHERA-DELHI,1305,28.5182141,77.0820394,KAPASHERA-DELHI,1304,28.6739,77.1415,1
AHMEDNAGAR-MAHARASTRA,351,19.1498,74.7033,AHMEDNAGAR-MAHARASTRA,301,22.8584141,72.3796371,1
TIKRI BORDER-DELHI,1307,28.6831148,76.9606879,TIKRI BORDER-DELHI,809,22.5614951,88.1767703,1
MINIHUB UP BORDER-DELHI,1343,28.6778,77.3264,MINIHUB UP BORDER-DELHI,1908,31.212524,75.771155,1
AURANGABAD WALUJ-MAHARASTRA,201,19.8087351,75.2382142,AURANGABAD WALUJ-MAHARASTRA,1310,28.5463933,77.4097224,1
SILVASSA-GUJARAT,1203,20.2951,72.9909,SILVASSA-GUJARAT,201,19.8087351,75.2382142,6
DAHEJ-GUJRAT,403,21.7059,72.5834,DAHEJ-GUJRAT,1603,22.5615,73.4569,1
LUDHIANA-PUNJAB,1901,30.8772,75.9122,LUDHIANA-PUNJAB,1905,32.640433,74.901404,1
VASHI MUMBAI-MAHARASTRA,2107,19.0791,73.0114,VASHI MUMBAI-MAHARASTRA,4001,30.28199,77.98948,1
HUBLI-KARNATAKA,1802,15.29472,75.147747,HUBLI-KARNATAKA,1501,15.3635,73.9486,2
GREATER NOIDA-UTTAR PRADESH,1312,28.448128,77.530355,GREATER NOIDA-UTTAR PRADESH,4109,19.2715,84.7784,1
RANCHI ATC-JHARKHAND,6376,23.315703,85.383934,RANCHI ATC-JHARKHAND,6012,25.553436,85.274843,2
TRICHY-TAMILNADU,3002,10.8127191,78.7209493,TRICHY-TAMILNADU,1003,13.2316,80.1633,39
GURGAON MUL-HARYANA,1319,28.4875,77.063,GURGAON MUL-HARYANA,1318,28.4875,77.063,2
VISAKHAPATNAM-A.P,3201,17.7023,83.1733,VISAKHAPATNAM-A.P,1004,12.9633758,79.2970671,1
NASIK-MAHARASTRA,2401,20.0052,73.7379,NASIK-MAHARASTRA,2805,18.5743585,73.8907094,1
NAGPUR WADI,2501,21.133502,78.8936551,NAGPUR WADI,501,13.1464,77.6144,2
MUMBAI HUB-MAHARASTRA,2117,19.2924351,73.1082178,MUMBAI HUB-MAHARASTRA,1312,28.448128,77.530355,2
VIJAYWADA,1609,16.506,80.7025,VIJAYWADA,1614,16.2734,80.4251,8
HYDERABAD-TELANGANA,1601,17.6103329,78.5213145,HYDERABAD-TELANGANA,802,26.1106477,91.7305034,2
BHIWADI RAJASTHAN,701,28.2091,76.8469,BHIWADI RAJASTHAN,3402,23.3068613,85.3985532,1
GANDHIDHAM-GUJARAT,306,23.0612,70.1282,GANDHIDHAM-GUJARAT,1706,27.5377,76.6903,1
JALGAON MAHARASTRA,203,20.994679,75.588913,JALGAON MAHARASTRA,1802,15.29472,75.147747,2
KOTTAYAM,905,9.5642,76.5251,KOTTAYAM,1606,17.2606,78.3849,1
JAIPUR-RAJASTHAN,1701,26.865057,75.680062,JAIPUR-RAJASTHAN,1315,28.6923,77.4409,2
OKHLA-DELHI,1301,28.5283,77.2786,OKHLA-DELHI,2502,21.2570484,81.5552005,1
PATANCHERU-TELANGANA,1608,17.5253,78.2717,PATANCHERU-TELANGANA,1202,20.324471,72.904855,2
NASIK-MAHARASTRA,2401,20.0052,73.7379,NASIK-MAHARASTRA,2108,19.0973,72.8456,1
NEW DELHI STATION - DELHI,1365,28.3962,76.993,NEW DELHI STATION - DELHI,1601,17.6103329,78.5213145,1
HARIDWAR-UTTRAKHAND,2205,29.9652,78.076,HARIDWAR-UTTRAKHAND,1329,28.781486,77.137516,1
VAPI-GUJARAT,1202,20.324471,72.904855,VAPI-GUJARAT,3201,17.7023,83.1733,4
HINJEWADI - PUNE - MAHARASTRA,2816,18.6078,73.7238,HINJEWADI - PUNE - MAHARASTRA,2501,21.133502,78.8936551,1
M M NAGAR CHENNAI-TAMILNADU,1007,12.7853427,80.0395548,M M NAGAR CHENNAI-TAMILNADU,505,12.725908,77.794993,3
PHALTHAN-MAHARASTRA,2832,18.017731,74.315289,PHALTHAN-MAHARASTRA,2841,18.081375,74.0039824,1
ORAGADAM,1014,12.8809274,79.9352321,ORAGADAM,1001,12.8975285,79.883473,1
DADRI-UTTAR PRADESH,1352,28.5432697,77.5631391,DADRI-UTTAR PRADESH,2201,28.8012063,78.7622144,1
KHARAGPUR-WEST BANGAL,805,22.353645,87.278393,KHARAGPUR-WEST BANGAL,312,22.536222,72.928616,4
JALANDHAR-PUNJAB,1102,31.355688,75.565583,JALANDHAR-PUNJAB,1912,30.2366,74.9092,1
PALAM AIRPORT-DELHI,1303,28.5323,77.1102,PALAM AIRPORT-DELHI,3003,10.125558,76.3234073,12
NAGPUR WADI,2501,21.133502,78.8936551,NAGPUR WADI,4107,20.5333,85.9527,18
RUDRAPUR-UTTRAKHAND,3301,29.01588,79.4086,RUDRAPUR-UTTRAKHAND,511,13.2444,77.229,27
KUNDLI BORDER SONIPAT-HARYANA,1309,28.862816,77.123806,KUNDLI BORDER SONIPAT-HARYANA,1701,26.865057,75.680062,239
AURANGABAD WALUJ-MAHARASTRA,201,19.8087351,75.2382142,AURANGABAD WALUJ-MAHARASTRA,1003,13.2316,80.1633,4
NEEMRANA-RAJASTHAN,1711,27.9562864,76.3639911,NEEMRANA-RAJASTHAN,1338,28.201997,77.320682,8
NASIK-MAHARASTRA,2401,20.0052,73.7379,NASIK-MAHARASTRA,2117,19.2924351,73.1082178,5
BHIWADI RAJASTHAN,701,28.2091,76.8469,BHIWADI RAJASTHAN,1303,28.5323,77.1102,2
UDAIPUR-RAJASTHAN,1702,24.5778,73.743,UDAIPUR-RAJASTHAN,319,22.9731286,72.2752609,28
AURANGABAD WALUJ-MAHARASTRA,201,19.8087351,75.2382142,AURANGABAD WALUJ-MAHARASTRA,3301,29.01588,79.4086,2
PONDICHERY-TAMILNADU,2701,11.945999,79.7779715,PONDICHERY-TAMILNADU,1319,28.4875,77.063,92
BINOLA HUB-HARYANA,1328,28.3106646,76.8781538,BINOLA HUB-HARYANA,1601,17.6103329,78.5213145,83
MANESAR-HARYANA,1322,28.3775364,76.9388545,MANESAR-HARYANA,1001,12.8975285,79.883473,7
KAPASHERA-DELHI,1305,28.5182141,77.0820394,KAPASHERA-DELHI,1365,28.3962,76.993,2
DHULAGARH HUB KOLKATA-WEST BANGAL,809,22.5614951,88.1767703,DHULAGARH HUB KOLKATA-WEST BANGAL,3408,23.852018,86.42661,3
BOMMANSANDRA-KARNATAKA,503,12.8178324,77.6698024,BOMMANSANDRA-KARNATAKA,501,13.1464,77.6144,25
CHANDIGARH-PUNJAB,1101,30.696281,76.794154,CHANDIGARH-PUNJAB,103,30.23361,76.85074,5
RASYANI-RAIGAD,2125,18.9542,73.1682,RASYANI-RAIGAD,801,22.519,88.3033,2
ANKLESHWAR-GUJARAT,401,21.6299448,73.0194181,ANKLESHWAR-GUJARAT,2803,18.803941,74.311907,8
KADUGUDI WHITEFIELD-KARNATAKA,512,12.9929563,77.7691074,KADUGUDI WHITEFIELD-KARNATAKA,511,13.2444,77.229,4
MUMBAI HUB-MAHARASTRA,2117,19.2924351,73.1082178,MUMBAI HUB-MAHARASTRA,4002,25.5784288,85.2193768,12
SAKINAKA MUMBAI-MAHARASTRA,2110,19.096,72.888,SAKINAKA MUMBAI-MAHARASTRA,2501,21.133502,78.8936551,1
SALEM-TAMILNADU,3001,11.6017,78.0921,SALEM-TAMILNADU,2501,21.133502,78.8936551,4
AHMEDABAD-GUJARAT,301,22.8584141,72.3796371,AHMEDABAD-GUJARAT,3001,11.6017,78.0921,5
SHOLAVARAM CHENNAI,1003,13.2316,80.1633,SHOLAVARAM CHENNAI,1010,12.9939,80.1877,8
ORAGADAM,1014,12.8809274,79.9352321,ORAGADAM,802,26.1106477,91.7305034,4
SHOLAVARAM CHENNAI,1003,13.2316,80.1633,SHOLAVARAM CHENNAI,1721,27.8091,76.2424,2
MUMBAI HUB-MAHARASTRA,2117,19.2924351,73.1082178,MUMBAI HUB-MAHARASTRA,808,22.5741742,88.3365316,2
BAWAL-HARYANA,3010,28.0848576,76.5779613,BAWAL-HARYANA,1328,28.3106646,76.8781538,2
BAGHOLA-HUB HARYANA,1338,28.201997,77.320682,BAGHOLA-HUB HARYANA,2802,18.7004018,73.8489416,1
PITHAMPUR-MADHYA PRADESH,2601,22.6272376,75.581131,PITHAMPUR-MADHYA PRADESH,301,22.8584141,72.3796371,5
ZAHEERABAD-TELANGANA,1607,17.7008,77.5459,ZAHEERABAD-TELANGANA,1606,17.2606,78.3849,3
AURANGABAD WALUJ-MAHARASTRA,201,19.8087351,75.2382142,AURANGABAD WALUJ-MAHARASTRA,2301,12.3445,76.5912,2
RAJKOT-GUJARAT,2902,22.3265,70.8541,RAJKOT-GUJARAT,301,22.8584141,72.3796371,10
GGN HERO HONDA-HARYANA,1327,28.3962,76.993,GGN HERO HONDA-HARYANA,2502,21.2570484,81.5552005,3
BHILWARA-RAJASTHAN,1705,25.2553922,74.6332652,BHILWARA-RAJASTHAN,1705,25.2553922,74.6332652,8
KUNDLI BORDER SONIPAT-HARYANA,1309,28.862816,77.123806,KUNDLI BORDER SONIPAT-HARYANA,1344,28.0463739,77.3416418,12
DHULAGARH HUB KOLKATA-WEST BANGAL,809,22.5614951,88.1767703,DHULAGARH HUB KOLKATA-WEST BANGAL,201,19.8087351,75.2382142,2
VASHI MUMBAI-MAHARASTRA,2107,19.0791,73.0114,VASHI MUMBAI-MAHARASTRA,1309,28.862816,77.123806,2
OKHLA-DELHI,1301,28.5283,77.2786,OKHLA-DELHI,106,30.442379,77.602674,1
CUTTACK-ORRISA,4107,20.5333,85.9527,CUTTACK-ORRISA,1801,26.779122,80.897926,13
CUTTACK-ORRISA,4107,20.5333,85.9527,CUTTACK-ORRISA,805,22.353645,87.278393,6
SULTANPUR HARYANA,1364,28.4546,76.8529,SULTANPUR HARYANA,2205,29.9652,78.076,1
SILVASSA-GUJARAT,1203,20.2951,72.9909,SILVASSA-GUJARAT,1502,15.3635,73.9486,1
VASAI MUMBAI-MAHARASTRA,2104,19.4030055,72.8478575,VASAI MUMBAI-MAHARASTRA,2816,18.6078,73.7238,4
NAGPUR WADI,2501,21.133502,78.8936551,NAGPUR WADI,1604,27.852,78.0771,1
BADDI-HIMACHAL PRADESH,1103,30.9570241,76.8249571,BADDI-HIMACHAL PRADESH,2205,29.9652,78.076,3
JASAI MUMBAI-MAHARASTRA,2122,18.9321187,73.017467,JASAI MUMBAI-MAHARASTRA,2125,18.9542,73.1682,82
AHMEDABAD-GUJARAT,301,22.8584141,72.3796371,AHMEDABAD-GUJARAT,1602,26.4478,80.2487,2
SHOLAVARAM CHENNAI,1003,13.2316,80.1633,SHOLAVARAM CHENNAI,525,13.1314,77.9763,1
DUNLOP KOLKATA-WEST BANGAL,813,22.6528,88.3741,DUNLOP KOLKATA-WEST BANGAL,4107,20.5333,85.9527,1
JAIPUR-RAJASTHAN,1701,26.865057,75.680062,JAIPUR-RAJASTHAN,2129,19.5361888,73.0991552,1
AHMEDABAD-GUJARAT,301,22.8584141,72.3796371,AHMEDABAD-GUJARAT,801,22.519,88.3033,7
MANESAR-HARYANA,1322,28.3775364,76.9388545,MANESAR-HARYANA,2810,18.2091,74.6086,1
SANAND  AHMEDABAD-GUJARAT,319,22.9731286,72.2752609,SANAND  AHMEDABAD-GUJARAT,3502,23.1662722,77.5090901,2
BIDADI KARNATAKA,529,12.8138869,77.4106902,BIDADI KARNATAKA,809,22.5614951,88.1767703,1
DEWAS-MADHYA PRADESH,3508,22.9703,76.1229,DEWAS-MADHYA PRADESH,2804,18.6373867,73.8387477,1
SILIGURI-WEST BANGAL,811,26.6561622,88.4594269,SILIGURI-WEST BANGAL,802,26.1106477,91.7305034,3
MANESAR-HARYANA,1322,28.3775364,76.9388545,MANESAR-HARYANA,1342,28.3782,76.8352,3
JAMALPUR-HARYANA,1342,28.3782,76.8352,JAMALPUR-HARYANA,1403,28.4204,76.658,1
KOLHAPUR-MAHARASTRA,3101,16.7575,74.2777,KOLHAPUR-MAHARASTRA,1721,27.8091,76.2424,3
GOA,1501,15.3635,73.9486,GOA,1301,28.5283,77.2786,2
MUMBAI NERUL,2102,18.9551,72.8389,MUMBAI NERUL,2104,19.4030055,72.8478575,1
NEW DELHI STATION - DELHI,1365,28.3962,76.993,NEW DELHI STATION - DELHI,102,30.839,76.95605,1
PIRANGUT - PUNE - MAHARASTRA,2815,18.5123,73.6782,PIRANGUT - PUNE - MAHARASTRA,2815,18.5123,73.6782,2
DAMAN-GUJARAT,1201,20.402885,72.8870348,DAMAN-GUJARAT,2105,19.2526392,73.0234069,2
BARODA-GUJARAT,601,22.3532,73.2346,BARODA-GUJARAT,2106,18.9551,72.8389,6
MINIHUB UP BORDER-DELHI,1343,28.6778,77.3264,MINIHUB UP BORDER-DELHI,811,26.6561622,88.4594269,2
MUMBAI HUB-MAHARASTRA,2117,19.2924351,73.1082178,MUMBAI HUB-MAHARASTRA,106,30.442379,77.602674,1
KOPPARGAON PDA,5505,19.1494,74.7036,KOPPARGAON PDA,201,19.8087351,75.2382142,1
TALOJA MUMBAI-MAHARASTRA,2112,19.0687,73.1369,TALOJA MUMBAI-MAHARASTRA,2205,29.9652,78.076,1
PUZHAL CHENNAI-TAMILNADU,1002,13.156826,80.222013,PUZHAL CHENNAI-TAMILNADU,103,30.23361,76.85074,3
HAPUR U P,1363,28.722645,77.734033,HAPUR U P,801,22.519,88.3033,3
TUMKUR-KARNATAKA,514,13.37,77.1146,TUMKUR-KARNATAKA,511,13.2444,77.229,7
CHENNAI SVCHATRAM-TAMILNADU,1001,12.8975285,79.883473,CHENNAI SVCHATRAM-TAMILNADU,3301,29.01588,79.4086,6
DHARWAD-KARNATAKA,523,15.5081624,74.9123756,DHARWAD-KARNATAKA,1501,15.3635,73.9486,2
COIMBATORE-TAMILNADU,901,11.0746,77.1115,COIMBATORE-TAMILNADU,3005,10.7898,76.7208,1
JAMALPUR-HARYANA,1342,28.3782,76.8352,JAMALPUR-HARYANA,505,12.725908,77.794993,3
COCHIN-KERLA,3003,10.125558,76.3234073,COCHIN-KERLA,1614,16.2734,80.4251,3
M M NAGAR CHENNAI-TAMILNADU,1007,12.7853427,80.0395548,M M NAGAR CHENNAI-TAMILNADU,1318,28.4875,77.063,1
ZAHEERABAD-TELANGANA,1607,17.7008,77.5459,ZAHEERABAD-TELANGANA,1004,12.9633758,79.2970671,1
SURAT-GUJARAT,402,21.1898949,72.8890235,SURAT-GUJARAT,1603,22.5615,73.4569,1
